City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Year,Month,Season,PM2.5_SI,PM10_SI,NO2_SI,SO2_SI,CO_SI,O3_SI,HRI,HRI_Category
Hyderabad,2017-06-19,7.61,18.66,7.27,11.6,5.97,9.89,0.17,3.95,40.17,0.02,0.58,0.26,82.0,Satisfactory,2017,6,Summer,25.366666666666664,20.733333333333334,23.2,4.9375,0.002125,20.085,20.17,Good
Hyderabad,2017-06-20,7.38,23.73,7.42,12.26,6.26,5.71,0.14,3.67,39.37,0.0,0.3,0.05,83.0,Satisfactory,2017,6,Summer,24.6,26.366666666666667,24.52,4.5875,0.0017500000000000003,19.685,21.21,Good
Hyderabad,2017-06-21,8.66,29.59,7.47,14.39,6.86,4.72,0.14,11.12,37.42,0.0,0.27,0.1,70.0,Satisfactory,2017,6,Summer,28.866666666666667,32.87777777777778,28.78,13.899999999999999,0.0017500000000000003,18.71,25.7,Good
Hyderabad,2017-06-22,11.4,39.16,11.21,18.0,9.3,4.94,0.16,4.17,27.54,0.12,1.53,0.48,59.0,Satisfactory,2017,6,Summer,38.0,43.511111111111106,36.0,5.2124999999999995,0.002,13.77,31.1,Good
Hyderabad,2017-06-23,11.48,37.59,8.5,15.64,8.41,5.32,0.18,5.22,29.81,0.08,1.11,0.31,67.0,Satisfactory,2017,6,Summer,38.266666666666666,41.766666666666666,31.28,6.525,0.00225,14.905,30.15,Good
Hyderabad,2017-06-24,10.85,39.43,9.06,11.31,6.69,4.9,0.16,5.26,34.33,0.0,0.37,0.16,63.0,Satisfactory,2017,6,Summer,36.166666666666664,43.81111111111111,22.62,6.575,0.002,17.165,28.32,Good
Hyderabad,2017-06-25,11.81,37.65,7.56,13.1,6.56,4.48,0.15,5.17,35.59,0.07,0.54,0.03,60.0,Satisfactory,2017,6,Summer,39.36666666666667,41.833333333333336,26.200000000000003,6.4625,0.001875,17.795,29.81,Good
Hyderabad,2017-06-26,11.79,38.79,7.45,10.8,5.9,4.3,0.14,5.22,33.43,0.0,0.18,0.0,63.0,Satisfactory,2017,6,Summer,39.3,43.1,21.6,6.525,0.0017500000000000003,16.715,29.02,Good
Hyderabad,2017-06-27,11.82,36.34,7.7,11.63,5.34,3.92,0.09,5.31,31.88,0.0,0.22,0.01,53.0,Satisfactory,2017,6,Summer,39.4,40.37777777777778,23.26,6.637499999999999,0.001125,15.939999999999998,28.78,Good
Hyderabad,2017-06-28,8.84,29.13,6.69,14.13,5.9,3.78,0.09,13.04,31.16,0.0,0.27,0.01,60.0,Satisfactory,2017,6,Summer,29.46666666666667,32.36666666666667,28.26,16.299999999999997,0.001125,15.58,25.63,Good
Hyderabad,2017-06-29,10.38,39.46,7.44,12.42,6.26,3.53,0.18,5.66,32.42,0.02,0.24,0.02,62.0,Satisfactory,2017,6,Summer,34.6,43.84444444444445,24.84,7.075000000000001,0.00225,16.21,28.18,Good
Hyderabad,2017-06-30,13.08,53.54,7.23,11.15,5.9,3.45,0.14,5.22,33.21,0.14,0.58,0.38,61.0,Satisfactory,2017,6,Summer,43.6,59.488888888888894,22.3,6.525,0.0017500000000000003,16.605,33.93,Good
Hyderabad,2017-07-01,10.98,42.56,8.77,12.28,6.83,3.54,0.14,3.86,32.5,0.06,0.35,0.1,63.0,Satisfactory,2017,7,Summer,36.6,47.28888888888889,24.56,4.825,0.0017500000000000003,16.25,29.29,Good
Hyderabad,2017-07-02,9.75,37.86,7.21,11.87,6.08,3.36,0.13,6.13,31.55,0.03,0.34,0.01,66.0,Satisfactory,2017,7,Summer,32.5,42.06666666666666,23.74,7.6625,0.0016250000000000001,15.775,26.88,Good
Hyderabad,2017-07-03,11.8,46.69,12.34,13.33,9.32,3.46,0.17,6.91,32.11,0.1,0.52,0.55,66.0,Satisfactory,2017,7,Summer,39.333333333333336,51.87777777777778,26.66,8.637500000000001,0.002125,16.055,31.94,Good
Hyderabad,2017-07-04,15.53,48.65,7.46,13.28,6.56,3.57,0.15,13.54,29.3,0.07,0.45,0.18,57.0,Satisfactory,2017,7,Summer,51.76666666666666,54.05555555555556,26.56,16.924999999999997,0.001875,14.649999999999999,37.4,Good
Hyderabad,2017-07-05,10.4,37.0,7.39,12.88,6.43,3.23,0.16,13.72,30.35,0.1,0.69,0.23,58.0,Satisfactory,2017,7,Summer,34.66666666666667,41.11111111111111,25.759999999999998,17.150000000000002,0.002,15.174999999999999,28.74,Good
Hyderabad,2017-07-06,14.66,45.03,7.62,14.12,6.91,3.63,0.18,7.07,29.56,0.24,1.26,5.74,57.0,Satisfactory,2017,7,Summer,48.86666666666667,50.03333333333333,28.24,8.8375,0.00225,14.78,35.12,Good
Hyderabad,2017-07-07,14.77,43.48,8.25,16.09,7.86,4.21,0.17,5.99,30.48,0.25,1.33,2.26,63.0,Satisfactory,2017,7,Summer,49.233333333333334,48.31111111111111,32.18,7.4875,0.002125,15.24,35.6,Good
Hyderabad,2017-07-08,18.19,55.27,7.48,15.37,7.12,5.0,0.15,6.05,34.11,0.18,1.26,1.05,66.0,Satisfactory,2017,7,Summer,60.63333333333334,61.41111111111112,30.740000000000002,7.5625,0.001875,17.055,42.11,Good
Hyderabad,2017-07-09,18.1,47.47,7.34,14.82,6.92,4.05,0.16,6.71,32.87,0.12,1.01,0.67,61.0,Satisfactory,2017,7,Summer,60.33333333333334,52.74444444444444,29.64,8.387500000000001,0.002,16.435,40.08,Good
Hyderabad,2017-07-10,15.0,39.94,7.91,17.03,7.62,8.73,0.19,7.42,29.39,0.38,1.83,1.27,60.0,Satisfactory,2017,7,Summer,50.0,44.37777777777778,34.06,9.275,0.002375,14.695,35.58,Good
Hyderabad,2017-07-11,19.31,59.13,8.31,16.31,7.71,4.66,0.16,6.56,26.9,0.44,2.66,2.42,60.0,Satisfactory,2017,7,Summer,64.36666666666666,65.7,32.62,8.2,0.002,13.449999999999998,44.36,Good
Hyderabad,2017-07-12,14.29,47.25,7.8,15.3,7.23,5.08,0.15,5.86,29.41,0.27,2.28,0.54,66.0,Satisfactory,2017,7,Summer,47.63333333333333,52.5,30.599999999999998,7.325000000000001,0.001875,14.705000000000002,35.49,Good
Hyderabad,2017-07-13,14.49,42.92,7.93,12.53,6.55,4.91,0.17,5.98,28.55,0.17,1.95,0.42,58.0,Satisfactory,2017,7,Summer,48.3,47.68888888888889,25.06,7.475000000000001,0.002125,14.275000000000002,33.63,Good
Hyderabad,2017-07-14,13.9,35.06,8.34,13.56,6.99,4.76,0.14,5.01,27.6,0.09,1.21,0.57,53.0,Satisfactory,2017,7,Summer,46.33333333333333,38.95555555555556,27.12,6.2625,0.0017500000000000003,13.8,31.44,Good
Hyderabad,2017-07-15,16.53,63.46,7.95,11.48,6.15,6.42,0.14,6.85,29.24,0.01,0.46,0.24,74.0,Satisfactory,2017,7,Summer,55.10000000000001,70.51111111111112,22.96,8.5625,0.0017500000000000003,14.62,40.3,Good
Hyderabad,2017-07-16,10.24,34.05,6.76,8.45,4.41,25.84,0.17,6.48,34.63,0.01,0.76,0.06,86.0,Satisfactory,2017,7,Summer,34.13333333333333,37.83333333333333,16.9,8.1,0.002125,17.315,25.43,Good
Hyderabad,2017-07-17,10.78,27.38,6.78,12.06,5.95,18.71,0.16,4.3,31.84,0.24,4.0,0.66,93.0,Satisfactory,2017,7,Summer,35.93333333333334,30.422222222222224,24.12,5.375,0.002,15.920000000000002,25.61,Good
Hyderabad,2017-07-18,8.48,18.17,5.28,10.62,4.97,5.02,0.15,2.97,26.27,0.04,0.47,0.19,47.0,Good,2017,7,Summer,28.26666666666667,20.18888888888889,21.24,3.7125000000000004,0.001875,13.135,19.86,Good
Hyderabad,2017-07-19,5.72,14.48,5.47,12.4,5.52,4.38,0.15,3.27,25.0,0.05,0.46,0.15,46.0,Good,2017,7,Summer,19.066666666666666,16.08888888888889,24.8,4.0875,0.001875,12.5,16.51,Good
Hyderabad,2017-07-20,6.54,16.81,5.06,9.5,4.58,4.54,0.14,3.09,26.17,0.03,0.58,0.07,48.0,Good,2017,7,Summer,21.8,18.677777777777777,19.0,3.8625,0.0017500000000000003,13.085000000000003,16.86,Good
Hyderabad,2017-07-21,10.83,34.66,5.01,9.71,4.57,4.26,0.15,4.23,28.25,0.03,1.0,0.14,50.0,Good,2017,7,Summer,36.1,38.511111111111106,19.42,5.2875000000000005,0.001875,14.124999999999998,26.16,Good
Hyderabad,2017-07-22,13.37,53.26,3.28,10.08,4.21,4.02,0.15,5.05,29.49,0.01,0.49,0.06,55.0,Satisfactory,2017,7,Summer,44.56666666666666,59.17777777777778,20.16,6.3125,0.001875,14.745,33.57,Good
Hyderabad,2017-07-23,15.97,66.76,4.89,11.72,5.1,3.86,0.15,2.96,31.42,0.01,0.37,0.04,71.0,Satisfactory,2017,7,Summer,53.233333333333334,74.17777777777779,23.44,3.6999999999999997,0.001875,15.71,40.1,Good
Hyderabad,2017-07-24,15.62,52.3,5.29,12.84,5.46,6.52,0.15,4.5,29.9,0.04,0.69,0.09,65.0,Satisfactory,2017,7,Summer,52.06666666666666,58.111111111111114,25.679999999999996,5.625,0.001875,14.95,37.04,Good
Hyderabad,2017-07-25,14.04,56.61,5.28,10.9,5.85,10.26,0.17,4.66,25.83,0.02,0.87,0.29,55.0,Satisfactory,2017,7,Summer,46.8,62.9,21.8,5.825,0.002125,12.915,35.19,Good
Hyderabad,2017-07-26,16.55,61.4,4.27,12.98,5.39,8.11,0.18,4.65,28.42,0.05,0.95,1.6,62.0,Satisfactory,2017,7,Summer,55.166666666666664,68.22222222222221,25.96,5.8125,0.00225,14.21,40.15,Good
Hyderabad,2017-07-27,14.43,49.0,5.51,13.97,5.99,4.87,0.16,6.12,28.62,0.04,0.88,0.59,60.0,Satisfactory,2017,7,Summer,48.1,54.44444444444444,27.940000000000005,7.6499999999999995,0.002,14.31,35.51,Good
Hyderabad,2017-07-28,12.62,41.75,9.44,14.04,7.7,5.12,0.17,3.6,26.67,0.1,0.96,0.71,56.0,Satisfactory,2017,7,Summer,42.06666666666666,46.38888888888889,28.08,4.5,0.002125,13.334999999999999,31.4,Good
Hyderabad,2017-07-29,15.28,47.66,7.99,14.93,8.08,4.83,0.17,4.23,29.08,0.26,1.63,1.11,55.0,Satisfactory,2017,7,Summer,50.93333333333333,52.955555555555556,29.86,5.2875000000000005,0.002125,14.540000000000001,36.37,Good
Hyderabad,2017-07-30,17.5,60.16,8.1,16.64,9.26,5.66,0.2,5.83,27.97,0.42,3.43,1.34,63.0,Satisfactory,2017,7,Summer,58.333333333333336,66.84444444444443,33.28,7.2875,0.0025,13.985,42.57,Good
Hyderabad,2017-07-31,17.42,57.47,7.22,18.87,10.08,5.48,0.21,5.04,28.83,0.97,5.05,2.84,69.0,Satisfactory,2017,7,Summer,58.06666666666668,63.855555555555554,37.74,6.3,0.0026249999999999997,14.415,42.71,Good
Hyderabad,2017-08-01,16.85,49.6,6.08,17.0,8.77,5.26,0.21,5.57,27.81,0.34,4.08,2.65,60.0,Satisfactory,2017,8,Summer,56.16666666666668,55.111111111111114,34.0,6.9625,0.0026249999999999997,13.905000000000001,39.57,Good
Hyderabad,2017-08-02,16.78,54.83,5.31,13.74,5.93,5.69,0.2,10.67,26.03,0.28,2.23,0.88,61.0,Satisfactory,2017,8,Summer,55.93333333333334,60.922222222222224,27.48,13.337499999999999,0.0025,13.015000000000002,39.89,Good
Hyderabad,2017-08-03,11.79,34.3,5.24,10.34,4.8,8.63,0.17,5.77,22.38,0.09,1.32,0.18,51.0,Satisfactory,2017,8,Summer,39.3,38.11111111111111,20.68,7.2124999999999995,0.002125,11.19,27.35,Good
Hyderabad,2017-08-04,13.35,44.95,8.9,18.12,8.43,7.5,0.17,5.55,24.55,0.38,1.86,0.43,49.0,Good,2017,8,Summer,44.5,49.94444444444445,36.24,6.937499999999999,0.002125,12.275,34.73,Good
Hyderabad,2017-08-05,20.34,64.87,8.67,20.12,8.91,7.81,0.18,6.57,27.34,0.4,3.04,1.11,67.0,Satisfactory,2017,8,Summer,67.80000000000001,72.07777777777778,40.24,8.2125,0.00225,13.669999999999998,48.38,Good
Hyderabad,2017-08-06,23.03,80.57,8.85,22.47,9.57,8.34,0.17,14.85,28.27,0.38,2.36,0.49,75.0,Satisfactory,2017,8,Summer,76.76666666666668,89.52222222222221,44.94,18.5625,0.002125,14.135,57.03,Moderate
Hyderabad,2017-08-07,26.22,81.09,9.46,21.64,9.62,8.4,0.23,4.69,25.05,1.45,6.23,1.63,90.0,Satisfactory,2017,8,Summer,87.4,90.1,43.28,5.862500000000001,0.002875,12.525,59.1,Moderate
Hyderabad,2017-08-08,24.87,68.32,9.91,19.65,8.13,11.54,0.22,6.76,24.75,2.01,8.55,2.74,83.0,Satisfactory,2017,8,Summer,82.9,75.91111111111111,39.3,8.45,0.0027500000000000003,12.375,54.14,Moderate
Hyderabad,2017-08-09,20.47,43.45,8.32,16.75,6.94,8.63,0.27,3.85,25.82,1.43,7.29,0.88,80.0,Satisfactory,2017,8,Summer,68.23333333333333,48.27777777777778,33.5,4.8125,0.003375,12.91,42.01,Good
Hyderabad,2017-08-10,14.91,32.93,7.46,11.51,5.8,7.58,0.19,5.41,23.33,0.4,2.62,0.38,71.0,Satisfactory,2017,8,Summer,49.7,36.58888888888889,23.02,6.7625,0.002375,11.665,31.16,Good
Hyderabad,2017-08-11,17.76,44.97,11.98,15.61,9.04,6.9,0.24,6.22,32.72,0.63,3.36,0.87,65.0,Satisfactory,2017,8,Summer,59.20000000000001,49.96666666666666,31.22,7.775,0.0029999999999999996,16.36,39.37,Good
Hyderabad,2017-08-12,15.1,36.13,9.48,14.19,8.64,6.12,0.25,5.1,32.06,0.28,1.92,0.71,67.0,Satisfactory,2017,8,Summer,50.33333333333333,40.144444444444446,28.38,6.375,0.003125,16.03,33.56,Good
Hyderabad,2017-08-13,17.08,37.86,9.71,15.64,9.5,6.28,0.22,4.33,26.67,0.54,2.16,0.41,55.0,Satisfactory,2017,8,Summer,56.93333333333332,42.06666666666666,31.28,5.4125,0.0027500000000000003,13.334999999999999,36.47,Good
Hyderabad,2017-08-14,20.36,40.24,8.48,14.29,7.96,6.99,0.23,5.62,29.5,0.79,4.63,1.13,60.0,Satisfactory,2017,8,Summer,67.86666666666666,44.711111111111116,28.58,7.025,0.002875,14.75,40.59,Good
Hyderabad,2017-08-15,16.4,44.14,8.25,13.37,8.5,4.82,0.22,5.23,28.81,0.64,4.55,0.74,58.0,Satisfactory,2017,8,Summer,54.666666666666664,49.044444444444444,26.74,6.5375000000000005,0.0027500000000000003,14.404999999999998,36.38,Good
Hyderabad,2017-08-16,20.12,56.17,7.78,12.73,6.88,4.92,0.18,4.97,32.41,0.41,2.13,0.84,63.0,Satisfactory,2017,8,Summer,67.06666666666668,62.41111111111112,25.46,6.2125,0.00225,16.205,43.29,Good
Hyderabad,2017-08-17,21.77,76.01,7.96,15.13,7.23,6.0,0.17,5.32,32.76,0.37,2.16,0.99,70.0,Satisfactory,2017,8,Summer,72.56666666666666,84.45555555555556,30.260000000000005,6.65,0.002125,16.38,50.64,Moderate
Hyderabad,2017-08-18,26.6,80.23,8.15,16.09,7.37,5.61,0.17,4.95,29.62,0.37,2.31,1.15,85.0,Satisfactory,2017,8,Summer,88.66666666666667,89.14444444444445,32.18,6.1875,0.002125,14.81,57.4,Moderate
Hyderabad,2017-08-19,17.35,36.53,7.61,11.78,5.8,5.09,0.12,4.84,32.33,0.05,0.82,0.34,65.0,Satisfactory,2017,8,Summer,57.833333333333336,40.58888888888889,23.56,6.05,0.0014999999999999998,16.165,35.29,Good
Hyderabad,2017-08-20,7.42,10.54,6.9,8.85,5.15,4.45,0.15,4.18,37.5,0.0,0.4,0.09,59.0,Satisfactory,2017,8,Summer,24.73333333333333,11.71111111111111,17.7,5.225,0.001875,18.75,16.94,Good
Hyderabad,2017-08-21,10.89,26.2,5.41,11.31,5.21,4.27,0.16,4.88,38.36,0.09,0.91,0.2,62.0,Satisfactory,2017,8,Summer,36.300000000000004,29.11111111111111,22.62,6.1,0.002,19.18,25.58,Good
Hyderabad,2017-08-22,12.56,37.28,10.15,15.13,8.15,4.52,0.19,6.04,31.68,0.31,1.7,0.48,60.0,Satisfactory,2017,8,Summer,41.86666666666667,41.422222222222224,30.260000000000005,7.55,0.002375,15.839999999999998,31.33,Good
Hyderabad,2017-08-23,15.41,54.16,9.06,16.07,7.95,4.72,0.16,5.01,31.8,0.42,2.09,1.58,62.0,Satisfactory,2017,8,Summer,51.366666666666674,60.17777777777778,32.14,6.2625,0.002,15.9,38.66,Good
Hyderabad,2017-08-24,23.63,60.91,6.7,17.43,7.09,5.14,0.21,4.59,31.39,0.55,2.48,1.74,72.0,Satisfactory,2017,8,Summer,78.76666666666667,67.67777777777778,34.86,5.7375,0.0026249999999999997,15.695,50.22,Moderate
Hyderabad,2017-08-25,13.53,32.41,7.91,11.42,6.48,8.07,0.18,3.8,33.12,0.23,2.48,0.51,72.0,Satisfactory,2017,8,Summer,45.099999999999994,36.011111111111106,22.84,4.75,0.00225,16.56,29.69,Good
Hyderabad,2017-08-26,11.58,21.88,7.99,9.53,6.55,9.01,0.12,3.99,31.66,0.14,1.79,0.82,55.0,Satisfactory,2017,8,Summer,38.6,24.31111111111111,19.06,4.987500000000001,0.0014999999999999998,15.83,24.27,Good
Hyderabad,2017-08-27,13.1,22.77,7.64,10.5,5.99,6.07,0.17,4.87,30.92,0.27,2.44,0.58,52.0,Satisfactory,2017,8,Summer,43.666666666666664,25.3,21.0,6.0874999999999995,0.002125,15.46,26.7,Good
Hyderabad,2017-08-28,8.26,12.31,7.31,9.12,5.48,6.84,0.17,4.25,31.84,0.11,1.02,0.3,56.0,Satisfactory,2017,8,Summer,27.53333333333333,13.677777777777777,18.24,5.3125,0.002125,15.920000000000002,18.14,Good
Hyderabad,2017-08-29,6.57,11.4,7.4,9.26,5.74,6.45,0.12,4.4,35.24,0.05,1.07,0.18,56.0,Satisfactory,2017,8,Summer,21.9,12.666666666666668,18.52,5.500000000000001,0.0014999999999999998,17.62,16.21,Good
Hyderabad,2017-08-30,12.26,33.08,7.27,10.14,5.8,5.73,0.17,4.36,32.5,0.09,1.15,0.16,56.0,Satisfactory,2017,8,Summer,40.86666666666667,36.75555555555555,20.28,5.450000000000001,0.002125,16.25,27.88,Good
Hyderabad,2017-08-31,14.63,49.77,8.41,13.14,7.37,6.68,0.21,12.8,30.67,0.25,1.99,0.7,60.0,Satisfactory,2017,8,Summer,48.766666666666666,55.300000000000004,26.280000000000005,16.0,0.0026249999999999997,15.335,36.52,Good
Hyderabad,2017-09-01,19.92,63.66,9.38,14.34,7.62,5.56,0.23,5.16,35.74,0.62,5.07,1.69,71.0,Satisfactory,2017,9,Monsoon,66.4,70.73333333333332,28.68,6.45,0.002875,17.87,45.55,Good
Hyderabad,2017-09-02,24.42,75.72,12.83,16.47,9.59,6.44,0.22,13.58,32.11,1.7,9.87,2.33,87.0,Satisfactory,2017,9,Monsoon,81.4,84.13333333333333,32.94,16.975,0.0027500000000000003,16.055,55.21,Moderate
Hyderabad,2017-09-03,12.96,37.21,7.66,12.0,6.23,8.13,0.17,6.44,33.41,0.13,1.32,0.4,64.0,Satisfactory,2017,9,Monsoon,43.2,41.34444444444444,24.0,8.05,0.002125,16.705,30.66,Good
Hyderabad,2017-09-04,17.26,49.36,8.5,16.95,7.97,4.95,0.21,4.92,33.5,0.39,2.52,0.91,59.0,Satisfactory,2017,9,Monsoon,57.53333333333334,54.84444444444444,33.9,6.15,0.0026249999999999997,16.75,40.18,Good
Hyderabad,2017-09-05,19.86,62.12,8.01,14.47,6.99,5.61,0.18,5.04,41.28,0.26,2.56,2.2,79.0,Satisfactory,2017,9,Monsoon,66.2,69.02222222222221,28.939999999999998,6.3,0.00225,20.64,45.46,Good
Hyderabad,2017-09-06,29.32,70.96,10.13,19.22,8.58,5.72,0.19,4.97,24.76,0.62,3.19,1.88,86.0,Satisfactory,2017,9,Monsoon,97.73333333333335,78.84444444444443,38.44,6.2125,0.002375,12.38,59.52,Moderate
Hyderabad,2017-09-07,40.82,80.64,13.1,19.8,10.17,7.5,0.21,5.23,32.88,0.78,5.76,1.4,82.0,Satisfactory,2017,9,Monsoon,172.13333333333333,89.6,39.6,6.5375000000000005,0.0026249999999999997,16.44,88.38,Moderate
Hyderabad,2017-09-08,32.63,58.94,9.14,19.17,8.14,6.64,0.18,4.57,39.66,0.4,3.6,0.59,74.0,Satisfactory,2017,9,Monsoon,117.53333333333336,65.48888888888888,38.34,5.7125,0.00225,19.83,64.46,Moderate
Hyderabad,2017-09-09,32.88,57.8,7.56,15.23,6.52,5.53,0.19,5.02,41.62,0.22,1.89,0.21,72.0,Satisfactory,2017,9,Monsoon,119.20000000000002,64.22222222222221,30.459999999999997,6.275,0.002375,20.81,63.37,Moderate
Hyderabad,2017-09-10,18.58,41.91,7.95,15.66,6.21,5.51,0.09,3.32,31.82,0.07,1.52,0.26,60.0,Satisfactory,2017,9,Monsoon,61.93333333333333,46.56666666666666,31.319999999999997,4.1499999999999995,0.001125,15.909999999999998,39.26,Good
Hyderabad,2017-09-11,12.34,30.25,8.08,15.36,8.43,5.37,0.21,4.19,32.15,0.22,1.56,0.25,51.0,Satisfactory,2017,9,Monsoon,41.13333333333333,33.611111111111114,30.72,5.237500000000001,0.0026249999999999997,16.075,29.39,Good
Hyderabad,2017-09-12,10.33,27.36,7.92,15.27,7.46,4.47,0.11,4.17,33.02,0.25,1.72,0.23,55.0,Satisfactory,2017,9,Monsoon,34.43333333333333,30.4,30.54,5.2124999999999995,0.0013750000000000001,16.51,26.41,Good
Hyderabad,2017-09-13,17.29,36.34,8.63,17.06,7.56,6.1,0.07,5.03,30.88,0.49,3.46,0.72,55.0,Satisfactory,2017,9,Monsoon,57.633333333333326,40.37777777777778,34.12,6.2875,0.0008750000000000001,15.439999999999998,37.24,Good
Hyderabad,2017-09-14,10.44,17.55,8.51,15.62,7.61,4.67,0.05,5.09,34.13,0.36,2.49,0.83,60.0,Satisfactory,2017,9,Monsoon,34.8,19.5,31.240000000000002,6.3625,0.000625,17.065,24.67,Good
Hyderabad,2017-09-15,12.64,27.69,7.97,15.22,7.29,4.0,0.06,4.68,38.0,0.28,1.79,1.44,56.0,Satisfactory,2017,9,Monsoon,42.13333333333333,30.76666666666667,30.44,5.85,0.0007499999999999999,19.0,29.47,Good
Hyderabad,2017-09-16,10.27,19.92,7.38,13.77,6.37,3.71,0.06,13.08,34.23,0.19,1.7,0.84,56.0,Satisfactory,2017,9,Monsoon,34.233333333333334,22.133333333333336,27.54,16.35,0.0007499999999999999,17.115,25.26,Good
Hyderabad,2017-09-17,15.67,27.18,10.04,12.72,4.23,3.75,0.04,3.3,31.75,0.04,0.63,0.25,39.0,Good,2017,9,Monsoon,52.233333333333334,30.2,25.44,4.124999999999999,0.0005,15.875,31.41,Good
Hyderabad,2017-09-18,9.17,16.29,6.94,10.48,5.36,3.25,0.04,4.37,34.2,0.02,0.55,0.21,53.0,Satisfactory,2017,9,Monsoon,30.566666666666663,18.099999999999998,20.96,5.4625,0.0005,17.1,20.77,Good
Hyderabad,2017-09-19,10.28,19.23,7.19,10.5,5.22,3.21,0.05,4.24,38.84,0.03,0.56,0.06,54.0,Satisfactory,2017,9,Monsoon,34.26666666666666,21.366666666666667,21.0,5.300000000000001,0.000625,19.42,22.94,Good
Hyderabad,2017-09-20,9.76,24.64,6.79,10.86,5.52,3.22,0.05,5.12,41.74,0.07,0.57,0.05,57.0,Satisfactory,2017,9,Monsoon,32.53333333333333,27.37777777777778,21.72,6.4,0.000625,20.87,23.93,Good
Hyderabad,2017-09-21,14.88,28.99,6.92,11.41,5.8,3.37,0.05,4.06,37.47,0.0,0.48,0.06,59.0,Satisfactory,2017,9,Monsoon,49.60000000000001,32.21111111111111,22.82,5.074999999999999,0.000625,18.735,30.75,Good
Hyderabad,2017-09-22,20.5,35.75,7.3,15.36,8.05,4.29,0.03,4.59,36.6,0.01,0.73,0.32,58.0,Satisfactory,2017,9,Monsoon,68.33333333333334,39.72222222222222,30.72,5.7375,0.00037499999999999995,18.3,40.41,Good
Hyderabad,2017-09-23,29.61,63.17,8.27,17.97,12.7,6.2,0.0,5.13,30.97,0.18,3.63,0.79,54.0,Satisfactory,2017,9,Monsoon,98.69999999999999,70.1888888888889,35.94,6.4125000000000005,0.0,15.485,57.96,Moderate
Hyderabad,2017-09-24,42.0,108.57,11.42,19.98,16.16,7.18,0.0,5.99,29.73,0.34,5.19,2.74,95.0,Satisfactory,2017,9,Monsoon,180.0,141.26666666666665,39.96,7.4875,0.0,14.865,101.48,Unhealthy
Hyderabad,2017-09-25,39.68,87.46,9.51,20.38,12.1,6.51,0.0,5.73,29.35,0.2,2.39,0.93,99.0,Satisfactory,2017,9,Monsoon,164.53333333333333,97.17777777777778,40.76,7.1625000000000005,0.0,14.675000000000002,87.36,Moderate
Hyderabad,2017-09-26,45.69,98.84,9.31,20.98,10.8,11.57,0.0,7.2,29.15,0.18,3.48,1.29,80.0,Satisfactory,2017,9,Monsoon,204.6,119.64444444444445,41.96,9.0,0.0,14.575,106.29,Unhealthy
Hyderabad,2017-09-27,50.36,108.16,9.68,23.27,11.18,12.83,0.0,6.41,28.45,0.17,3.04,3.95,107.0,Moderate,2017,9,Monsoon,235.73333333333335,140.35555555555555,46.54,8.0125,0.0,14.224999999999998,122.11,Unhealthy
Hyderabad,2017-09-28,45.9,74.16,9.79,20.69,12.51,9.45,0.0,5.29,28.01,0.12,2.2,1.36,98.0,Satisfactory,2017,9,Monsoon,206.0,82.4,41.38,6.612500000000001,0.0,14.005,98.92,Moderate
Hyderabad,2017-09-29,41.57,58.36,8.34,18.5,10.13,8.29,0.0,4.87,31.95,0.1,2.26,0.43,74.0,Satisfactory,2017,9,Monsoon,177.13333333333333,64.84444444444445,37.0,6.0874999999999995,0.0,15.975,84.57,Moderate
Hyderabad,2017-09-30,41.26,61.2,8.11,17.45,8.92,9.81,0.0,5.4,34.25,0.12,2.07,0.34,70.0,Satisfactory,2017,9,Monsoon,175.06666666666666,68.0,34.9,6.75,0.0,17.125,84.24,Moderate
Hyderabad,2017-10-01,31.08,50.52,1.24,11.81,2.95,10.65,0.26,5.12,29.4,0.8,4.06,0.48,110.0,Moderate,2017,10,Monsoon,107.2,56.13333333333333,23.62,6.4,0.0032500000000000003,14.7,55.58,Moderate
Hyderabad,2017-10-02,24.6,31.41,10.81,11.9,4.8,9.43,0.16,3.37,32.57,0.31,2.16,0.28,104.0,,2017,10,Monsoon,82.0,34.9,23.8,4.2125,0.002,16.285,42.49,Good
Hyderabad,2017-10-03,24.16,36.84,11.69,18.96,9.81,9.53,0.34,6.88,34.69,1.0,7.43,0.65,53.0,Satisfactory,2017,10,Monsoon,80.53333333333333,40.93333333333334,37.92,8.6,0.00425,17.345,46.55,Good
Hyderabad,2017-10-04,49.75,77.06,16.68,22.44,11.72,11.28,0.66,10.46,39.92,2.59,12.69,2.06,102.0,Moderate,2017,10,Monsoon,231.66666666666669,85.62222222222222,44.88,13.075000000000001,0.00825,19.96,110.49,Unhealthy
Hyderabad,2017-10-05,55.88,89.52,16.52,22.79,11.45,12.98,0.33,8.94,43.05,3.33,17.97,5.94,164.0,Moderate,2017,10,Monsoon,272.5333333333333,99.46666666666667,45.58,11.174999999999999,0.004125,21.525,127.67,Unhealthy
Hyderabad,2017-10-06,28.48,54.04,11.38,19.44,8.09,10.26,0.21,5.7,32.82,1.69,8.81,1.49,102.0,Moderate,2017,10,Monsoon,94.93333333333334,60.044444444444444,38.88,7.125000000000001,0.0026249999999999997,16.41,55.37,Moderate
